Categories;Active (0/1);Name;Manufacturer/brand;Price tax included;Tax rule ID;Quantity;Image URLs;Description
Torby i plecaki;1;Torba na piłki do siatkówki Molten;Molten;137.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8143/Torba-na-pilki-do-siatkowki-Molten.jpg;"Torba na piłki do siatkówki Molten
 jest pojemna, funkcjonalna i wytrzymała. Dzięki dużej komorze zmieści nawet
 6 piłek
, co czyni ją idealnym wyborem dla trenerów i drużyn sportowych.


Lekka, ale solidna konstrukcja z wysokiej jakości poliestru gwarantuje trwałość i odporność na codzienne użytkowanie. 
Torba na piłki Molten
 posiada wygodne uchwyty, które ułatwiają transport na treningi i mecze. Jej elegancki, niebieski design z srebrnym logo Molten przyciąga uwagę i podkreśla sportowy charakter produktu. Wybierz 
Torba na piłki do siatkówki Molten
 i zadbaj o wygodny transport swojego sprzętu!


Pojemność: 6 piłek
Wymiary: 68 x 23 x x45 cm
Materiał: Poliester"
Torby i plecaki;1;Torba na ramię Spalding;Spalding;149.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8142/Torba-na-ramie-Spalding.jpg;"Torba na ramię Spalding
 czyli nowoczesny design i praktyczność w jednym. Elegancka, funkcjonalna i stworzona z myślą o aktywnym trybie życia – torba na ramię Spalding to idealne rozwiązanie dla osób ceniących styl i wygodę. Dzięki pojemności 15 litrów bez trudu zmieścisz w niej dokumenty, laptopa lub inne niezbędne akcesoria.


Solidna konstrukcja z tarpaulinu i poliestru zapewnia trwałość, a wewnętrzna komora z zamkiem gwarantuje bezpieczeństwo Twoim przedmiotom. Regulowany pasek pozwala dostosować torbę do indywidualnych potrzeb, a inteligentny system mocowania na walizkę sprawia, że podróżowanie staje się jeszcze wygodniejsze. Wybierz torbę 
Torba na ramię Spalding 
– doskonałą na trening, do pracy i na co dzień!"
Torby i plecaki;1;Torba sportowa Spalding TUBE średnia;Spalding;119.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8141/Torba-sportowa-Spalding-TUBE-srednia.jpg;"Torba sportowa Spalding TUBE średnia
 to propozycja dla tych, którzy potrzebują funkcjonalnej i stylowej torby do codziennych aktywności. Dzięki pojemnej komorze głównej oraz specjalnej przegrodzie na mokre rzeczy możesz wygodnie transportować odzież i sprzęt sportowy bez obaw o ich zamoczenie. Dodatkowa boczna kieszeń pozwala na szybki dostęp do najpotrzebniejszych rzeczy.


Wykonana z wysokiej jakości poliestru, nylonu i PP, torba jest wytrzymała i odporna na intensywne użytkowanie. Regulowany pas na ramię umożliwia wygodne dopasowanie, a jej elegancki, czarno-antracytowy design pasuje do każdego stylu. Przedni nadruk Spalding – True To The Game podkreśla jej sportowy charakter. 
Torba sportowa Spalding TUBE średnia 
jest doskonała zarówno na treningi, jak i weekendowe wyjazdy!"
Torby i plecaki;1;Plecak Spalding Sackpack  pomarańczowy;Spalding;69.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8140/Plecak-Spalding-Sackpack-pomaranczowy.jpg;"Plecak Spalding Sackpack pomarańczowy
 to praktyczny model o średniej wielkości, wyposażony w wygodny ściągacz oraz dodatkowe kieszonki na suwak, idealne na drobne przedmioty, takie jak klucze czy telefon. Dzięki lekkiej konstrukcji zapewnia komfort noszenia i jest doskonałym rozwiązaniem do przenoszenia sprzętu treningowego. Funkcjonalny, lekki i wygodny – 
plecak Spalding Sackpack
 to świetny wybór dla aktywnych osób!"
Torby i plecaki;1;Plecak Spalding Sackpack szary;Spalding;69.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8138/Plecak-Spalding-Sackpack-szary-z-tylu.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/8139/Plecak-Spalding-Sackpack-szary.jpg;"Plecak Spalding Sackpack szary 
to wygodne i uniwersalne rozwiązanie dla każdego, kto potrzebuje lekkiego i praktycznego plecaka na co dzień. Model ten posiada ściągacz, który umożliwia szybki dostęp do zawartości, oraz kieszenie na suwak, idealne na drobne akcesoria, takie jak telefon czy klucze. Dzięki ergonomicznemu krojowi i niskiej wadze 
Plecak Spalding Sackpack szary 
zapewnia maksymalny komfort użytkowania, a jego stylowy szary kolor pasuje do każdej stylizacji. Świetnie sprawdzi się zarówno na trening, jak i na co dzień!"
Torby i plecaki;1;Plecak Spalding;Spalding;89.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8133/Plecak-Spalding.png;"Plecak Spalding
 to idealny wybór na trening i podróż. Potrzebujesz plecaka, który pomieści cały Twój sprzęt sportowy? 
Plecak Spalding
 o pojemności 40 litrów to świetne rozwiązanie dla aktywnych osób. Jego duża komora główna, dwie boczne kieszenie oraz oddzielna dolna przegroda sprawiają, że organizacja rzeczy jest wyjątkowo wygodna.


Dodatkowe wzmocnione wnętrze z zapięciem na rzep pomaga zabezpieczyć cenne przedmioty. Dzięki solidnym materiałom, takim jak poliester PES 600 x 600D i nylon 420, plecak jest niezwykle trwały i odporny na zużycie. Stylowe detale, kontrastowe białe suwaki i logo Spalding, dodają mu dynamicznego charakteru. Niezależnie od tego, czy wybierasz się na siłownię, trening koszykówki czy weekendowy wyjazd – ten 
plecak Spalding 
sprosta Twoim wymaganiom!"
Torby i plecaki;1;Torba na piłki do koszykówki;SMJ;95.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8137/Torba-na-pilki-do-koszykowki.jpg;"Torba na piłki do koszykówki
 SMJ to must-have dla każdego trenera i drużyny sportowej! Jeśli szukasz wygodnego sposobu na przechowywanie i transport piłek, ten model spełni Twoje oczekiwania. Solidne wykonanie, duża pojemność i podwójny zamek błyskawiczny sprawiają, że piłki są zawsze na swoim miejscu i bezpieczne.




Mieści do 12 piłek do koszykówki– idealna na treningi i turnieje.


Trwałe materiały – odporna na uszkodzenia i przetarcia.


Wygoda w transporcie – mocne uchwyty + regulowany pasek.


Wszechstronne zastosowanie – na piłki koszykowe, siatkowe, nożne i ręczne.




Bez względu na to, czy organizujesz trening, mecz czy zajęcia sportowe – 
Torba na piłki do koszykówki
 SMJ ułatwi Ci pracę i pozwoli zachować porządek!"
Torby i plecaki;1;Plecak Wilson;Wilson;252.90;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8166/Czarny-plecak-sportowy-Wilson-z-czerwonymi-detalami--idealny-na-trening-i-silownie.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/8165/Plecak-Wilson-z-przegroda-na-karty-i-gotowke--praktyczny-organizer-do-przechowywania.jpg;"Plecak Wilson
 to doskonałe połączenie nowoczesnego designu i przemyślanej funkcjonalności. Idealny jako 
plecak sportowy męski
 lub 
plecak damski sportowy
, oferuje wszystko, czego potrzebujesz – od uchwytów na sprzęt po ukryte kieszenie na cenne drobiazgi, oddzielna komora na ubrania, ochraniacze czy ręcznik.


Plecak Wilson 
posiada wodoodporną konstrukcję, wentylację i praktyczną komorę chłodzącą, która sprawia, że jest niezastąpiony na siłowni, boisku, treningu czy w podróży. Fantastyczne rozwiązanie dla siatkarza , ale świetnie sprawdzi się również dla koszykarza. Dzięki panelowi na piłkę i przegrodzie na elektronikę, ten 
plecak sportowy
 pozwala mieć wszystko pod ręką – stylowo i funkcjonalnie."
Torby i plecaki;1;Torba na piłki do koszykówki Wilson;Wilson;399.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8213/Torba-na-pilki-do-koszykowki-Wilson.jpg;"Jeśli szukasz niezawodnej torby na piłki, 
Torba na piłki do koszykówki Wilson
 spełni Twoje oczekiwania. Z łatwością pomieści do ośmiu piłek, oferując jednocześnie cztery praktyczne przegrody do doskonałej organizacji sprzętu. Dzięki bocznym kieszeniom możesz przechowywać również drobne, osobiste przedmioty. 
Torba na piłki Wilson
 jest lekka, łatwa do przenoszenia i wyróżnia się prostokątnym kształtem oraz elegancką czernią. Idealna do codziennych treningów, wyjazdów i zawodów. Postaw na 
torbę do koszykówki
, która zapewni Ci komfort i styl na każdym kroku."
Torby i plecaki;1;Torba Wilson NBA 3-1 Basketball Bag;Wilson;199.99;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8274/Czarna-torba-Wilson-NBA--kompaktowa-saszetka-Wilson%2C-idealna-na-drobiazgi..jpg, https://sklepkoszykarski.pl/userdata/public/gfx/8272/Torba-Wilson-NBA-3-1--stylowa-saszetka-Wilson-na-ramie-dla-fanow-NBA..jpg;"Torba Wilson NBA 3-1 Basketball Bag
 to nie tylko elegancja, ale i wygoda użytkowania na co dzień. Ta 
torba Wilson
 została zaprojektowana z myślą o koszykarzach i fanach aktywnego stylu życia, którzy potrzebują zarówno poręcznej 
saszetki Wilson
, jak i praktycznej torby na piłkę.
Innowacyjny system 3-1 pozwala łatwo przechowywać piłkę, odzież sportową oraz drobne akcesoria. Solidne materiały i sportowy charakter sprawiają, że 
Torba Wilson NBA 3-1 Basketball Bag
 sprawdzi się w każdej sytuacji – od treningu po miejskie eskapady. Zainwestuj w jakość, która idzie w parze z profesjonalnym wyglądem."
Torby i plecaki;1;Torba na piłki do siatkówki Mikasa;Mikasa;147.90;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/8331/Torba-na-pilki-do-siatkowki-Mikasa.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/8332/Torba-na-pilki-do-siatkowki-Mikasa--6-sztuk.jpg;"Torba na piłki do siatkówki Mikasa 
to niezawodny wybór, jeśli szukasz solidnego rozwiązania do przechowywania i transportu piłek. Mieści do 
6 piłek siatkowych
, posiada praktyczny pasek na ramię i kieszeń na akcesoria – idealna do szkół i klubów.
Wykonana z wytrzymałego nylonu, odporna na przetarcia i intensywne użytkowanie. Jej kompaktowe wymiary (40 x 60 x 17 cm) sprawiają, że świetnie sprawdza się w codziennym użytkowaniu. 
Torba na piłki do siatkówki Mikasa
 to idealne połączenie funkcjonalności i sportowego stylu."
Akcesoria koszykarskie,Akcesoria do piłek;1;Wózek na piłki do koszykówki Molten;Molten;799.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/6972/Wozek-na-pilki-do-koszykowki-Molten.jpg;"Wózek na piłki do koszykówki marki 
Molten
 model BK0012-B. Jest w stanie pomieścić od 15 do 30 piłek koszykarskich. Lekki, wygodny w składaniu, a dzięki kółkom można go łatwo przemieszczać po parkiecie. Wykonany z ramy aluminiowej, wysokość 100 cm.




Bardzo wytrzymały, lekki, wygodny w składaniu i przemieszczaniu 
wózek Molten
 (wytrzymałe kółka obrotowe)


Składany


Rama aluminiowa


Pojemność koszyka 15-30 piłek ( w zależności od wielkości piłek)


Wymiary: 640 x 640 x 500 mm


Maksymalna wysokość: 1000 mm


Kolor: niebieski"
Akcesoria koszykarskie,Akcesoria do piłek;1;Manometr do mierzenia ciśnienia w piłce Wilson (ciśnieniomierz);Wilson;55.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/6983/manometr-mierzenia-cisnienia.png;"Manometr do mierzenia ciśnienia w piłce Wilson
, między innymi do koszykówki. Ma oznaczenia do trzech dyscyplin - piłki nożnej, siatkówki oraz koszykówki. Jeśli zawsze zastanawiałeś się jakie powinno być ciśnienie w Twojej piłce do koszykówki, to teraz już sam będziesz mógł to sprawdzić. Wystarczy wsadzić manometr w wentyl w piłce i zobaczysz ile brakuje Ci do właściwego napompowania piłki do kosza.


W komplecie z igłą
Obudowa metalowa
Skala do 1,4bar i 20psi"
Akcesoria koszykarskie,Akcesoria do piłek;1;Pompka aluminiowa Wilson NBA;Wilson;79.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/6885/Pompka-aluminiowa-Wilson-NBA.png, https://sklepkoszykarski.pl/userdata/public/gfx/6886/Pompka-aluminiowa-Wilson-NBA.png;"Oficjalna pompka do piłki koszykarskiej ligi NBA. 
Wilson Authentic Aluminum Kit
, która jest jedną z najtrwalszych pompek dostępnych na rynku, z racji wykorzystania aluminium. Posiada schowek na igłę w rączce oraz doczepiany mały wężyk, który ułatwi pompowanie i zadba o to, żeby pompka nie naciskała zbytnio na wentyl w piłce.
Oficjalny produkt sygnowany przez ligę NBA wraz z naklejką hologramową."
Prezent dla koszykarza;1;Pompka do koszykówki Wilson NBA z manometrem;Wilson;64.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/6881/Pompka-do-koszykowki-Wilson-NBA.jpg;"Oficjalna pompka do piłki koszykarskiej ligi NBA. 
Wilson Pump Kit
, która nie tylko napompuje piłkę w czasie krótszym od standardowej pompki, ale także ma w zestawie manometry do zmierzenia ciśnienia w piłce. Wystarczy przeczepić igłę z pompki do dołączony ciśnieniomierz w kształcie długopisu i wsunąć całość delikatnie do wentyla. Wysuwany pod ciśnieniem wskaźnik wskaże atmosfery  w skali BAR lub LBS.


Dodatkowo 
pompka NBA Wilson
 posiada wysuwany wężyk wbudowany w pompkę, dzięki czemu nie będziecie bezpośrednio naciskać na wentyl przy pompowaniu piłki, co pozwoli uniknąć jego ewentualnemu wpadnięciu do piłki, jak może się zdążyć przy zwykłych pompkach, które mocno naciskają na niego i potrafią go uszkodzić. 
W rączce od pompki został również ukryty schowek na igłę z gumowym zamknięciem. Dzięki emu sprawnie i bezpiecznie przetransportujesz pompkę na halę czy boisko do gry w koszykówkę.
Zestaw zawiera:


- pompka NBA Wilson
- 3 zapasowe igły
- manometr do sprawdzania ciśnienia w piłce"
Akcesoria koszykarskie,Akcesoria do piłek;1;Pompka do piłki koszykarskiej Air Jordan;;69.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7121/Pompka-do-pilki-koszykarskiej-Air-Jordan.jpg;"Pompka Essential BallPump Air Jordan
, stworzona przez markę 
Jordan
, pozwoli Ci zadbać o odpowiednią sprężystość Twojej piłki. Jej głównym plusem jest poręczna i drobna konstrukcja, która pozwoli Ci zabrać pompkę dosłownie wszędzie. A dołączona do zestawu igła, ułatwi pompowanie różnych modeli piłek.


Parametry:




zwarta konstrukcja ułatwiająca pompowanie


w komplecie igła (gwint 5mm)"
Prezent dla koszykarza;1;Pompka do piłki koszykarskiej Molten;Molten;49.90;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/6882/Pompka-do-pilki-koszykarskiej-Molten.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/6883/Pompka-do-pilki-Molten.jpg;"Mała podręczna pompka ręczna renomowanej firmy 
Molten
 model DHP21-BL. Pompka do pompowania piłek każdej dyscypliny drużynowej, ale wykonana z myślą o piłkach koszykarskich. Pompka koszykarska posiada dodatkowy wężyk oraz igłę chowaną w rączkę. Wykonana z najwyższej jakości, materiałów, mała, poręczna. Łatwa w chowaniu i przenoszeniu. Metalowe gwinty, które zwiększają żywotność i szczelność przy łączeniach igły/wężyka z pompką.


Długość: 21 cm
Gwint igły: 5 mm."
Akcesoria koszykarskie,Akcesoria do piłek;1;"Pompka do piłki WILSON BSKT 6""";Wilson;39.99;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/6887/pompka-do-pilek-wilson-bskt-6.png, https://sklepkoszykarski.pl/userdata/public/gfx/6888/pompka-do-pilek-wilson-bskt-6.png;"Pompa do piłki firmy Wilson BSKT 6 cali
 została skonstruowana z wysokiej jakości materiałów, zapewniając trwałość i niezawodność. Jej kompaktowe rozmiary sprawiają, że jest łatwa do przenoszenia i przechowywania. 
Prezentowana pompka do piłki
 jest wyposażona w igłę i adapter, które pozwalają dostosować ją do różnych rozmiarów piłek. Aby zabezpieczyć igłę przed uszkodzeniem, producent umieścił schowek na igłę w rączce. Na przedniej części
 pompki do piłki WILSON BSKT 6""
 widnieje logo marki 
Wilson
.


Dostępna jest w trzech kolorach: czerwonym, czarnym i niebieskim."
Akcesoria koszykarskie,Akcesoria do piłek;1;Znaczniki treningowe Wilson NBA Drv czarne;Wilson;89.99;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7038/znaczniki-treningowe-wilson-nba-drv-czarne.png, https://sklepkoszykarski.pl/userdata/public/gfx/7039/znaczniki-treningowe-wilson-nba-drv-czarne.png;"Znaczniki treningowe Wilson NBA Drv czarne
 umożliwiają łatwe i precyzyjne kierowanie grą drużyny zarówno podczas treningów, jak i meczów. Umożliwiają określenie pozycji, z których gracze wykonują rzuty lub rozpoczynają zagrywki. Produkt jest oznaczony numeracją od 1 do 5. Znaczniki treningowe ułatwiają organizację gry i rozdzielenie graczy na różne pozycje. Specjalnie zaprojektowany spód znaczników zapobiega ich przesuwaniu się podczas treningu. Dyski są przechowywane w wygodnej siatce z zamknięciem, co ułatwia ich transport. Na górnej części znaczników umieszczono numerację, logo marki Wilson oraz logo NBA. Znaczniki treningowe Wilson NBA DRV mają oficjalny charakter i posiadają licencję ligi koszykówki NBA.


W zestawie znajduje się 5 znaczników o średnicy około 23 cm."
Akcesoria koszykarskie,Akcesoria do piłek;1;Wózek / Stojak na piłki do koszykówki Wilson;Wilson;799.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7005/wozek-na-pilki-wilson.jpg;"Oryginalny wózek w postaci stojaka na piłki do koszykówki 
Wilson
. Znany dobrze z meczów ligi koszykarskiej NBA. Wózek mieści na sobie aż 15 piłek, do tego jego kształt pozwala swobodnie korzystać z dokładnie wybranego modelu, bez konieczności przerzucania sterty piłek, jak to ma miejsce w tradycyjnych koszach na piłki. Tutaj, każda piłka ma łatwy dostęp. Budowa do tego pozwala na zaoszczędzenie miejsca, dzięki smukłemu kształtowi. 
W modelu - 
Stojak na piłki do koszykówki Wilson Deluxe Ball Cart 
zastosowane zostały kółka kauczukowe na łożyskach, takie jakie znamy z najwyższych modelach rolek, dzięki czemu wózek prowadzi się idealnie bez zbędnego oporu. Bardzo polecamy ten model wózka na piłki koszykarskie Wilson. Stojak jest złożony w prostokątnej przesyłce do samodzielnego montażu."
Prezent dla koszykarza;1;Wilson NBA stojak / podstawka na piłkę do koszykówki;Wilson;34.99;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7042/wilson-nba-stojak-na-pilke-do-kosza.png;"Wilson NBA stojak na piłkę do kosza 
to elegancki i praktyczny produkt wykonany z najwyższej jakości akrylu. Pozwala on bezpiecznie prezentować piłkę na półce lub też w innym miejscu. Ten przezroczysty 
stojak na piłkę
 ozdobiony jest firmowym logo Wilson oraz logo NBA, co czyni go idealnym dodatkiem dla każdego fana koszykówki. To oficjalny produkt z licencją ligi NBA o wymiarach: wysokość 2,5 cm i średnica 7,5 cm. Prezentowana podstawka to optymalne rozwiązanie, które pozwala bezpiecznie umieścić piłkę do koszykówki na półce, bez obaw o przypadkowe sturlanie się. Jest idealna zarówno jako praktyczny gadżet do trzymania piłki, jak i dekoracyjna podstawa do wyeksponowania kolekcjonerskiej piłki, np. z autografami."
Akcesoria koszykarskie,Akcesoria do piłek;1;Wózek na piłki do koszykówki Vinex;Vinex;399.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7395/Wozek-na-pilki-do-koszykowki-Vinex.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/7396/Wozek-na-pilki-do-koszykowki-Vinex-zlozony.jpg;"Lekki, składany, kompaktowy wózek na piłki model VBCC-100B. Bardzo łatwy w transporcie (nawet cały wypełniony piłkami) dzięki podwójnym zwrotnym kółkom.
Wózek na piłki do koszykówki Vinex posiada dwie przeciwległe blokady przed przypadkowym złożeniem. Bardzo łatwy w składaniu, chowaniu i przenoszeniu.
Specyfikacja:




Wysokość: 88 cm


Szerokość: 60 cm


Długość: 60 cm


Stelaż aluminiowy


Średnica rurek: 22,3 mmm


Kółka zwrotne, odkręcane 44mm


Waga: ok. 2 kg"
Akcesoria koszykarskie,Akcesoria do piłek;1;Siatka na 10 piłek do koszykówki Meteor;;24.50;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7397/Siatka-na-10-pilek-do-koszykowki-Meteor.jpg;"Siatka na piłki z uchwytami, który jest wstanie pomieścić 10 piłek do koszykówki. Z przeznaczeniem do przenoszenia lub przechowywania piłek. Posiada dwa plecione uchwyty, dzięki którym bardzo wygodnie można otwierać siatkę, a następnie przenosić w niej piłki do koszykówki i innych dyscyplin sportowych.




Pojemność: 10 piłek


Materiał: polipropylen"
Akcesoria koszykarskie,Akcesoria do piłek;1;Torba / Plecak na piłki Meteor (10-20 sztuk);;79.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7398/Torba-na-10-20-pilek-Meteor.jpg;"Duża torba na piłki Meteor, w której mieści się od 10 do 20 piłek w zależności od rozmiaru. Dla przykładu mieści w sobie 
12 sztuk piłek do koszykówki
 o rozmiarze 7. Posiada duży otwór przez który bardzo wygodnie wyjmuje się i wkłada piłki. Uchwyt do torby, może służyć jako podwójne ramię do noszenia torby jako plecaka lub pojedyncze ramię.




Torba wykonana z bardzo trwałego materiału zapewniającego jej długą żywotność. Regulowany pas do noszenia, góra zamykana grubym, ściągającym sznurem."
Akcesoria koszykarskie,Akcesoria do piłek;1;Igły do piłki Meteor 5mm;;9.90;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7399/Igly-do-pilki-Meteor-5mm.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/7400/Igly-do-pilki-Meteor-5mm.jpg;"Igły do pompki i do piłek koszykarskich, pasujące do pompki o gwincie 5mm. Wykonane przez firmę Meteor. Cała igła wraz z podstawą wykonana z metalu. Zestaw igieł do koszykówki zawiera 5 sztuki igieł z uszczelką gumową prz gwincie.


Ilość: 5 szt."
Akcesoria koszykarskie,Akcesoria do piłek;1;Igły do piłki Meteor 8mm;;9.90;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7401/Igly-do-pilki-Meteor-8mm.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/7402/Igly-do-pilki-Meteor-8mm.jpg;"Igły do pompki i do piłek koszykarskich, pasujące do pompki o gwincie 8mm. Wykonane przez firmę Meteor. Cała igła wraz z podstawą wykonana z metalu. Zestaw igieł do koszykówki zawiera 5 sztuki igieł 8mm.


Ilość: 5 szt."
Akcesoria koszykarskie,Akcesoria do piłek;1;Okulary dryblerki koszykarskie do nauki kozłowania SKLZ;;59.90;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7403/dryblerki-sklz.jpg, https://sklepkoszykarski.pl/userdata/public/gfx/7404/dryblerki-sklz2.jpg;"Okulary dryblerki koszykarskie do nauki kozłowania.
 Zostały zaprojektowane tak, żeby zakrywać pole widzenia piłki, dzięki czemu koszykarz lepiej wyrabia w sobie odruch kozłowania i wyczuwania piłki.  Zwiększa się umiejętność kozłowania bez patrzenia, dzięki czemu zawodnik lepiej skupia się na tym co dzieje na boisku i trudniej jest zabrać mu piłkę.


Okulary koszykarskie dryblerki
 polecane są dla koszykarzy grających na każdej pozycji, ale oczywiście najbardziej dla rozgrywających. Pomagają wyrobić właściwy odruch kozłowania i wyeliminować wiele błędów. Opanowanie kontroli piłki do perfekcji do duża sztuka, która się przydaje zarówno w utrzymywaniu piłki, ale również i w atakowaniu kosza. Zawodnik lepiej prowadzi piłki podczas wykonywania zwodów, tzw. crossoverów.


Dryblerki koszykarskie
 do nauki kozłowania dostępne są w kolorze czarny. Okulary wykonane z giętkiego tworzywa, dzięki czemu bardzo dobrze dopasowują się do twarzy i są niemal całkowicie odporne na połamanie."
Akcesoria koszykarskie,Akcesoria do piłek;1;Pompka molten AP-50;Molten;95.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7671/Pompka-molten-AP-50.gif;"Pompka ręczna Molten model AP-50


Pompka ręczna marki Molten
, model AP-50 jest lekka i wydajna. Została zaprojektowana z myślą o maksymalnej wygodzie użytkowania. Jej elastyczny wężyk ułatwia pompowanie piłek, zapewniając szybkie i efektywne nadmuchanie.


Cechy produktu:




Lekka konstrukcja: Pompka waży zaledwie 0,5 kg, co czyni ją niezwykle poręczną i łatwą w transporcie.


Wygodny otwór na stopę: Specjalnie zaprojektowany otwór na stopę sprawia, że pompowanie jest nie tylko szybkie, ale również komfortowe.


Wysokość: 50 cm, co pozwala na efektywne pompowanie bez konieczności zbyt wielkiego wysiłku fizycznego.


W komplecie: Znajduje się igła do piłek oraz plastikowa końcówka, idealna na przykład do pompowania materacy, co czyni tę pompkę wszechstronnym narzędziem w domu i na boisku.


Pompka ręczna Molten AP-50
 posiada ergonomiczny projekt i solidną budowę."
Akcesoria koszykarskie,Akcesoria do piłek;1;Podstawka pod piłkę Molten;Molten;39.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7673/Podstawka-pod-pilke-Molten.gif, https://sklepkoszykarski.pl/userdata/public/gfx/7674/Podstawka-pod-pilke-Molten.gif;"Podstawka pod piłkę Molten


Podstawka pod piłkę Molten
 to doskonały sposób na eleganckie zaprezentowanie piłki do koszykówki, czy też piłki do siatkówki.


Idealnie nadaje się do wystaw sklepowych oraz jako dekoracyjny element w domu, szczególnie dla kolekcjonerów piłek.


Charakteryzuje się eleganckim białym kolorem z czarnym logo 
Molten
, wykonana jest z solidnego tworzywa.


Wymiary
 podstawki pod piłkę Molten
 to 123 x 123 x 45 mm, z otworem o średnicy 65 mm, co pozwala na stabilne umieszczenie piłki i jej bezpieczne wyeksponowanie."
Akcesoria koszykarskie,Akcesoria do piłek;1;Igły do pompowania Spalding;Spalding;39.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7676/Igly-do-pompowania-Spalding.gif, https://sklepkoszykarski.pl/userdata/public/gfx/7677/Igly-do-pompowania-Spalding.gif;"Igły do pompowania Spalding




3 metalowe igły w zestawie


Adapter w zestawie"
Akcesoria koszykarskie,Akcesoria do piłek;1;Trenażer do koszykówki SKLZ Square Up;;87.00;1;100;https://sklepkoszykarski.pl/userdata/public/gfx/7684/Trenazer-do-koszykowki-SKLZ-Square-Up.gif;"Trenażer do koszykówki SKLZ Square Up


SKLZ Square Up
 to innowacyjny przyrząd do doskonalenia techniki rzutu w koszykówce. Dzięki swojej konstrukcji, idealnie dopasowuje się do każdej dłoni, co czyni go odpowiednim zarówno dla standardowych piłek do koszykówki męskich, jak i damskich o rozmiarach 28,5 oraz 29,5 cala.


Cechy Produktu:




Wizualne Wskazówki: Wyposażony w żółte trójkąty na czarnych silikonowych paskach, trenażer zapewnia wizualne odniesienia do rotacji piłki i wyrównania strzelca z obręczą.


Prawidłowe Ułożenie Dłoni: Konstrukcja trenażera wspomaga właściwe ułożenie dłoni podczas rzutów.


Wytrzymałe Paski: Solidne paski pewnie trzymają się piłki, zapewniając stabilność podczas ćwiczeń.


Zestaw: W komplecie znajduje się trenażer SKLZ Square Up oraz przewodnik treningowy, który pomoże w maksymalnym wykorzystaniu jego możliwości.




Dlaczego warto wybrać 
trenażer do koszykówki SKLZ Square Up
?


Ten trenażer jest idealnym narzędziem dla koszykarzy, którzy chcą poprawić technikę rzutu, zyskując lepsze wyczucie i precyzję. Dzięki wizualnym wskazówkom i solidnej konstrukcji, SKLZ Square Up sprawi, że Twoje treningi staną się bardziej efektywne."
